,tokens,labels
23515,There is a great opportunity to go there because the students need not pay anyting .,1
23516,I 'm suggesting how programme could be changed .,1
23517,"The fashion starts at 10:00 am and ends at 19:00 p.m. and will be realized on 14 March , so we can change the shopping with this event that is realized in the afternoon , and put the shopping at night .",1
23518,There will be a great success !,1
23519,"Your sincerely , X teacher .",1
23520,The Dangerous Mission .,0
23521,""" It was dangerous , but I knew I had to do it "" ... That was my situation at the moment .",1
23522,"The story had began two days before ... "" The Honorable men 's group "" , Dick , Nick and I , has formed this group .",1
23523,"Our mission was , stealing the women 's panties , I think that it was very stupid , but it was the most difficult thing that the humanity can do .",1
23524,It prove our bravura to be a man .,1
23525,"Our first chalenge was stealing Dick 's girlfriend 's pantie , but it failed .",1
23526,And she broke up the relationship with Dick and we had a conclusion that stealing panties from young girls was very difficult .,1
23527,So we tried to stole adult 's panties .,1
23528,Nick and Dick could prove their bravure stealing from their mother 's panties .,1
23529,I was the only one that could n't stole any panties .,1
23530,So I decided to go to my grand mother 's house and try to steal some panties .,1
23531,But she was a very angry woman .,0
23532,""" It was dangerous , but I knew I had to do it "" , to prove my bravure to all .",1
23533,"I had quickly , entered in my grandmother 's room and started to get some panties .",1
23534,I was very nervous that I forgot my shoes .,1
23535,Next day my Grand mother come and she gave my shoes to my mother .,1
23536,That was the most dangerous mission of my life .,0
23537,DEAR MS .,0
23538,"RYAN , I 'M WRITING THIS LETTER TO EXPRESS THAT THE RESULTS CATCH ME ABSOLUTELY BY SURPRISE !",1
23539,I WOULD PROBABLY ENJOY MOST TRAVELLING IN JULY BECAUSE I HAD TO PASS MY LITERATURE EXAMS BEFORE AND I 'M TAKING IT IN JUNE .,1
23540,"ANSWERIN TO ANOTHER OF YOUR QUESTIONS , I PREFER TO HAVE ACCOMODATION ON LOG CABINS , BECAUSE OF MY COLUMN PROBLEM WHICH DO N'T LET ME SLEEP ON THE GROUND ( OR ON A SLEEPING BAG ) .",1
23541,DURING MY STAY AT THE CAMP I 'M REALLY FOND OF KEEPING MY TENNIS AND SWIMMING ROUTINES .,1
23542,I USUALLY SWIM THREE TIMES A WEEK IN ORDER TO MANTEIN A COLUMN TREATMENT WHICH MY DOCTOR HAVE RECOMMENDED ME TO DO .,1
23543,"ALSO , IF I HAVE ANY LEISURE TIME BETWEEN SCHOOL AND PIANO LESSONS , I PRACTISE TENNIS .",1
23544,"SO , AND IF IT POSSIBLE , I WAS INTERESTED ON THE POSSIBILITY OF COVER MY ROUTIN THERE .",1
23545,"LASTLY , I WOULD LIKE YOU TO TELL ME IF I HAD TO CARRY SOME MONEY WITH ME TO BUY FOOD OR DRINKS AND HOW THE CLIMATE OF THE CAMPING AREA IS FOR PREPAIRING MY LUGGAGE PUTTING ONLY THE APROPPIATES CLOTHES .",1
23546,"LOOKING FORWARD TO HEAR FROM YOU YOURS SINCERELY , ' THIS IS SUCH A MARVELLOUS BOOK YOU WILL WANT TO READ IT AGAIN ' .",1
23547,ARE YOU A SCIENCE FICTION HISTORIES LOVER ?,1
23548,ARE YOU LOVE THE IDEA OF KNOW HOW A MARTIAN IS ?,1
23549,"IF YOU REALLY FIND READING THIS KIND OF BOOK INTERESTING , YOU WO N'T MISS THIS BOOK .",1
23550,"DURING , THE LAST MONTH I 'VE BEEN READING "" A WINDOW ON THE UNIVERSE "" AN OXFORD BOOKMARKS COLLECTION BOOK .",1
23551,THIS BOOK CONTAINED NINE STORIES WHICH WAS WRITTEN BY WELL KNOWNS WRITTERS LIKE RAY BRADBURY .,1
23552,"BUT THE MAIN PURPOUSE OF THE BOOK IS ALLOW YOU TO FLY WITH YOUR IMAGINATION AND HAVE A LOOKING OF HOW A LIFE GOING TO BE IN THE FUTURE , WHEN , PERHAPS THE WORLD WILL BE COMMANDED BY MACHINES .",1
23553,"I THINK THAT THIS IS A MARVELLOUS BOOK TO READ , BECAUSE YOU ARE ABLE TO PUT YOUR MIND UP AGAINST THEMES LIKE "" HUMAN RACE EXTINTION "" AND ALSO OBTAIN A COMPARISON BETWEEN HUMAN-MIND AND COMPUTERS .",1
23554,"SO , IF YOU ARE LOOKING THROUGH A "" REALLY SPLENDID SCIENT FICTION BOOK "" I WILL RECOMMEND YOU TO READ "" A WINDOW. .",1
23555,""" AND I 'M SURE THAT WHEN YOU FINISH READING IT YOU WANNA READ IT AGAIN , AND AGAIN ... !",1
23556,Dear Helen Ryan ; Thank you very much for your letter and for this competition .,1
23557,First I would like to answer your questions .,0
23558,"I am only available on July , is it fine for you ?",1
23559,"Because , the only time I can take holiday is July .",1
23560,"I would prefer log cabins , I think they are more comfortable and safer than tents .",1
23561,About the two activities I choose swimming and painting .,1
23562,I choose swimming because I am very good at swimming and I like it very much .,0
23563,I took swimming courses for four years .,1
23564,"And the reason I choose painting is it 's being very exciting to me , I am not very good at this subject but I would improve my painting .",1
23565,I would like to ask whather you have competitions or different activities ?,1
23566,Do you reccomend me to take only summer clothes or some winter clothes as well ?,1
23567,Is it very expensive area ?,1
23568,I mean would £ 700 be enough for me for one week ?,0
23569,"Thank you very much for your interest I look forward to hearing from you Yours sincerely Dear Kim , It 's been a long time not to write to you , I 'm really sorry but I was very busy .",1
23570,I worked untill midnight everyday .,1
23571,"Actually I do n't work , you know , I had been decorating a concert hall for a pop concert .",1
23572,It was very important for us because we really wanted people to enjoy it .,0
23573,"It was very enjoyable I met lots of friends We 'd been together all day , painting the walls , cleaning putting some baloons and other staff everywhere .",1
23574,"And at the time of concert we wore a big funny costume , and danced with people .",1
23575,"Everybody liked it very much , Anyway we worked for that .",1
23576,The most I like was meeting with the band .,1
23577,Guess what the name of the band is ; Back Street Boys .,0
23578,"Oh , my God they 're so nice , talkative , funny , people .",1
23579,But you know they 're a bit spoilt .,0
23580,I have to finish or I 'll miss the last post .,0
23581,"Bye for now , write to me soon love , Dear Mr. Robertson , I am a student of the FCE class and I am writing to you in name of my class to thank you for the programme about the three days trip to London that you have prepared for us .",1
23582,We have discussed the programme in our class and the students are very happy about that especially because we will have the possibility to visit the Science Museum and the National Gallery .,1
23583,Last week some students of our class have seen an advertisement for the London Fashion and Leisure Show that will be on Tuesday the 14th of March .,1
23584,We would like to go to this show .,0
23585,There will be the latest fashions and leisure and sports wear .,1
23586,In addition we will have the possibility to see the newest make up and hairstyles .,1
23587,We think that it will be a great opportunity for us to see this show because we are all interested in fashion .,0
23588,For these reasons I am asking you if we can go there on Tuesday 's afternoon .,1
23589,You can give the possibility to the students too choose between go shopping or go to the show .,1
23590,The show will be at the Central Exhibition Hall and it will be opened until 7. pm .,1
23591,It is even free for students !,0
23592,!,0
23593,I hope that this change will not cause to you too many problems .,1
23594,I look forward to hearing from you .,0
23595,Yours sincerely I agree with this statement .,0
23596,"I think that famous people deserve to have a private life like all the normal people , without journalists following them all the time .",0
23597,A famous person should have the chance to go on his own for a walk without having the annoying impression of being followed .,0
23598,In my opinion the journalists should have more respect for the private life of the famous people .,1
23599,"They should understand when it is too much , when they are going too far .",0
23600,"For instance , the tragic death of Princess Diana is an example of what a journalist must not do .",0
23601,"In this occasion we can say that the journalists have , of course indirectly , caused her death .",1
23602,"On the other hand , the famous people have to understand that the people are interested in their lives .",1
23603,If one is famous it has to accept also the disadvantages of be famous .,1
23604,The famous people must enderstand that the journalists are doing their work .,1
23605,In my view Prince Charles is a good example of how famous people have to deal with the media .,0
23606,When he goes skiing in Switzerland he always stops for a while to talk with the journalists and to give the photographers the chance to take pictures .,0
23607,After this break he continues to ski without be annoyed for the rest of the holiday .,1
23608,In conclusion I think that there must be more compehension and respect between famous people and the media .,1
23609,13/06/00 Dear Helen Ryan I am really pleased to hear from you I won first prize in the competition .,1
23610,It is the thing I really want .,0
23611,How I am going to answer the questions you asked me in the letter .,1
23612,"First , I am afraid but I can travel only in July .",1
23613,"I 've got three-month holiday from June to August but I 've already promised my aunt , who runs a small nursing home in Andover , to help her during June and in August .",1
23614,I have to work to get my next-term tuition fee .,0
23615,So July is the only month I can take part in your activities .,0
23616,"Second , regarding accomodation , I 'd like to stay in a log cabin .",1
23617,I am very sensitive to noise especially at night and tend to catch a cold even in summer .,0
23618,And I love to learn surfing and painting .,1
23619,I am quite good at swimming but I never tried to do surfing .,1
23620,So this time I am really keen on learning that .,0
23621,I also love painting .,0
23622,I expect you have lovely nature in California for me to draw on my canvas .,1
23623,Let me ask a question about clothes and money .,0
23624,What kind of clothes do I need and how much money do I have to take .,1
23625,I am really looking forward to going there and your reply .,1
23626,Yours faithfully Yun Sandra Shopping is not always enjoyable I love shopping .,0
23627,But I ca n't help accepting it is true that shopping is not always enjoyable .,0
23628,"For example , any shops are too busy to enjoy shopping in at weekends .",1
23629,Sometimes customers ' trolleys run into each other and they have to wait ages to go through check-ins .,0
23630,"What 's worse , there is usually traffic jam around or along roads to a big supermarket and a shopping mall .",1
23631,"And if an accident takes place on the roads , it can be a nightmare .",0
23632,So I prefer shopping at weekdays unless I am busy or have an appointment .,1
23633,"However , people ca n't have a good time even at weekdays while shopping .",1
23634,Shopping gets them tired as they have to walk for a long time to find the things they want to get .,0
23635,"In addition , they can get angry with a shop assistant because of bad service .",0
23636,"For the handicapped , going shopping is not easy and it can be very bothering unless shops have facilities for them .",1
23637,"Despite all these things which show that shopping is not always enjoyable , people have to go shopping .",0
23638,Otherwise they can have lots of problem and difficult to live .,1
23639,"Dear Mrs. Ryan , Thank you Very much for the letter you sent me .",1
23640,I am Very happy in winning this prize and I hope my stay there will be great !,1
23641,"First of all , I can only travel in July because I have tests at school and they are Very important to me and I hope you Will understand my problem .",1
23642,"And I Will like to be accommodated in a log Cabin , because I do not like sleeping in tents , because of the bugs and insects .",1
23643,"For the activities I would like to chose the Tennis activities , which I am not too bad at , and climbing , Which I have never done but must be interesting .",1
23644,"I Would like to Know if I need to take any clothes , and , if yes , What Kind of Clothes ?",1
23645,"I also Want to Know if I should take any Money , or if all the expences are payed by You .",1
23646,I am looking forward to your reply .,0
23647,"Yours sincerely , Santiago Shopping is not always enjoyable Sometimes people go to the mall to look at products and do n't even buy anything .",0
23648,"But of course , there are some exceptions .",0
23649,"For example , when you buy something , you might lose it and never again see it , or you could be robbed , or even if the product has something wrong with it , then you have to swap it and that takes time .",1
23650,"And sometimes the credit card machines do n't work , or they do n't accept your card or even if you have exceeded the limit of your credit card .",1
23651,"Another bad thing is that people want something very badly , and they ca n't afford it .",1
23652,That makes those people frustrated and they do n't enjoy theirselves .,1
23653,"Dear Mr. Ryan : I am writing in connection with the information requested , concerning the two-week trip I have won in the competition .",0
23654,"Firstly , I was asked the time my trip would be and I have come to a conclusion that the only time I will be able to go is in July because during this very month I have my winter break both from work and school and that is when I will be free to go .",1
23655,"About accomodation in tents or log cabins , I would enjoy much more being in tents as I believe is the right type of accomodation for going camping ?",1
23656,Another point mentioned was the choice of activities .,0
23657,I would like to try sailing as I have never sailed before and also climbing as I enjoy hiking a lot .,0
23658,I actually have much resistance and balance so that will help me in both activities .,1
23659,"Now , I would like to request some information about clothes and money .",0
23660,What type of clothes and how much money should I take with me ?,0
23661,I look forward to receiving your reply and hope the information above will helpful towards the preparation for the weeks in subject .,1
23662,"Yours sincerely Gabriela Matos Right size , right colour Men tease women as being shop-cravers and for having shopping as the nicest passtime .",1
23663,However that impression is not always true .,1
23664,"Everyone enjoys wearing nice new clothes , however do we really like the process of chosing them ?",1
23665,"At times , it is not only the matter of having to make a choice but the trouble of finding something , which can kill a lot of time and specially when your does n't fit with the in fashion .",1
23666,"The colour along with the style and size , blue or red , long or short , medium or large .",0
23667,"What is more , we can say that price is often very off-putting as well .",0
23668,"Most people usually go shopping for something which is affordable , and many times they find , for example , a dress , they like a lot but they cannot buy it because it is terribly expensive .",1
23669,"Then , I consider a pain having to go around some more still thinking of that same dress .",1
23670,"Finally , you always talk yourself into some piece of clothing but that ended up being a tiring day of going in and out of fitting rooms and figuring out discounts. etc .",1
23671,Is that enjoyable ?,0
23672,"Dear Jane Clark , I 'm writing to you to give my opinion of that great festival you organiced the last 21 and 22 of November .",1
23673,I want you to know how extraordinary moments I passed with my friends in the festival .,1
23674,Your work was brilliant because you brought stars and artists from around the world with only that reasonable-priced ticket we paid for all the weekend .,1
23675,The festival was very well organiced with a lot of alternatives like concerts and dance shows .,1
23676,"On my point of view the hall of the rock concets was too small , you 've to consider make a big one for the next year because these kind of events are concurred by a lot of young people .",1
23677,"In conclusion , I wanted to say thanks for such an special weekend .",1
23678,"Yours Sincerely , Dear Miguel Thanks for your letter .",0
23679,I got it a couple of days ago and I 've been thinking about what you said .,0
23680,I 'm going to tell you what I feel .,0
23681,In my house rules practically do n't exist because I have 18 years old now so my parents only wish is that I study a carrear and be a good man .,1
23682,They only want to know where I am and when I go out at what time I came home .,1
23683,At school is complete different because the teachers do n't foregive you nothing .,1
23684,You have to be quiet an attention in class if you would n't to be punished .,1
23685,I 'm happy because my parents allow me to do a lot of things .,0
23686,I would n't like to change anything because we all need some dicipline to make the right things .,1
23687,"When I 'd time I will write you again Love , Dear Sir : I 'm writing to you to complain about last evening musical show .",1
23688,I was very happy to see your musical show but I have to say that it has been a very disappointing evening .,0
23689,"At first my favourite actor Danny Brook did n't perform without any explictions , and the show should started at 19:30 instead of 20:15 !",1
23690,!,0
23691,"I was sure that discouts were available because I have read it , but at the tickets office they did n't accept them .",1
23692,What a terrible evening !,0
23693,So I payed the ticket .,1
23694,After the show I was hungry so I went to the restaurant but it was closed !,0
23695,It was n't my perfect evening out so I 'd like to have my money back !,0
23696,"Yours Faithfully Unfortunately , Pat was n't very good at keeping secrets so he told his mother how his brother Jim lost her suit suitcase on the train .",0
23697,"Jim 's mum did n't want him to take her suitcase , but he did it .",1
23698,So a morning he reached Victoria Station with the suitcase and take the train for the countryside where he had to work .,1
23699,But when he walked out the station he realised that he have lost the suitcase on the train .,1
23700,Then he waited for the next train to London and he caught it .,0
23701,"He was worried about his mother 's reaction , but when he arrived he went to the Station Manager 's office and he found it on the table .",0
23702,He was so happy !,0
23703,All this story was a secret but Pat realived to his mother .,1
23704,She was so angry and confused because Jim have n't told her the truth .,1
23705,"Dear Sir/Madam , I am writing to you because I am really dissapointed bout "" Over the Rainbow "" which I saw the other day in my stay in London which your company organized .",1
23706,I put off everything to watch this performance but everything that was written in your advertisement was n't true at all .,0
23707,In your advertisement said the show will start at 19:30 however it began at 20:15 .,1
23708,I can understand that a musical show has to be prepared and it takes time .,0
23709,"Even though , I ca n't understand the actor of this play Danny Brook and Tina Truelove does n't appeared in the play and there was another actor instead of Danny Brook .",1
23710,After all this I wanted to make my evening pleasant however for my surprise the theatre restaurant was closed because some problems of sanitary .,1
23711,I explained to you every detail about what happened in the musical show and I want you refund my money and send to me an apology for what happenned there .,1
23712,I hope hear from you sooner as possible and thanks for understand my situation .,1
23713,Yours fainthfully Phat Cheung How has modern technology changed your daily life ?,1
23714,Many years ago human beings or whatever we called was another animal species but when they tried to use rocks to make a fire we changed everything .,1
23715,"Modern technology changed our lifes in many ways , when I have to wake up earlier I use my alarm clock , if I have to wash my teeth I use my toothbrush with a little of toothpaste .",1
23716,I use my desk to study which was made with trees cut down and emsamblish by machines more powerful than handwork .,1
23717,"Even though , this is not enough the technology created a better way of communication , first there were letters , after telephones and now we can write letters and receive them through internet .",1
23718,"It is not necessary to imagine things , you can travel all around just making a click with your mouse and you are there .",1
23719,If I am hungry I open the refrigerator and take foods and cook it with a microwave .,1
23720,"When I have a headache I ate pills , made by technology .",1
23721,I think everything round us is thanks for technology but we ca n't forget that this things was made by us .,1
23722,The human being .,0
23723,Everything has advantages and disadvantages but the most important thing is how we use it .,0
23724,"If we creates guns to protect our homes , others will use it to steal our homes , take advantage from the indefense people .",1
23725,"However , the technology never stops , we always search new things because we are made to compete , discover , think things which we do n't know .",1
23726,"Dear Ms Helen Ryan , Thank you for first prize .",0
23727,I was glad to win your competition .,0
23728,I look forward to coming soon .,0
23729,I would like to travel in July .,1
23730,Because it is the only free time I will have .,1
23731,I was very happy to hear that all accommodation and travel costs are paid for .,0
23732,And I would prefer tent to log cabin .,1
23733,Because I have had experiance to leve in tent and I like it very much .,1
23734,Thank you for chance to do two activities .,1
23735,I would like to choose Tennis and Photography .,0
23736,I play tennis since I was ten years of age .,1
23737,In my opinion tennis is the best sport I have ever plaed .,1
23738,Another activity what I have chosen is photography .,1
23739,I have just finished profesional photographer course and I would like to continiew my education in this activity .,1
23740,I would like to ask some questions .,0
23741,First of all what kind of clothes I have to take with me ?,1
23742,"Also , how much money I have to take ?",1
23743,Look forward to hearing from you .,1
23744,"Yours sincerely , Dear Kim , Thank you for your letter .",0
23745,I was glad to hear from you .,0
23746,"Like I said , I 'd helped at a pop concert .",1
23747,I liked it very much .,0
23748,It was very interesting and enjoing .,1
23749,A pop concert had ten pop bands .,1
23750,Each of them must sang two songs .,1
23751,After all they chose three best bands .,1
23752,While this concert I saw a lot of popular singers .,1
23753,"For example : Maraya Kary , Tom Jone ; Madonna .",0
23754,"I saw the "" Boys on "" .",0
23755,I knew you love them and I took two autographs for you and of course for myself .,1
23756,"Afterwards "" Boys on "" won the first prize .",0
23757,I was shoked because I had alredy spoken with them and I had taken two autographs .,1
23758,Another part of my experiance at pop concert when we will meet each other .,1
23759,Look forward to hearing from you soon .,0
23760,"Love , Dear Sir or Madam .",0
23761,"I went to the Circle Theatre , three weeks ago , to see "" Over the Rainbow "" , the musical show that was played at this moment .",1
23762,"First of all , the actors mentionned in the advertisement were not those who played the show .",1
23763,Not that I was very disappointed not to see the good actors !,0
23764,"The , if the show had started on time , it could have been much better , but it started forty five minutes late , it is too much for me !",1
23765,"Plus , it is mentionned , on your advertisement , that discounts were available , in fact , no discount were done to me , whereas I am a student and as a student I was allowed to have a discount but I paid £ 20 because the cashier had never heard about any discount for this show .",1
23766,"Finally , I think that this evening was very far to be perfect , and I ask you for my money , I spent for this horrible evening in your theatre , back .",1
23767,I hope you will understand my disappointment and the reasons why I ask for my money back .,0
23768,"Your Faithfully Modern technologies are part of our daily life , everything we do is simplified by these new technologies .",1
23769,"It is faster with new technologies to go from one place to another , for example , we can us a car or public transports such as trains or buses instead of walking or riding as in the past .",1
23770,"Our everyday activities or family activities are simplified too , washing the dishes or clothes by hand is rarely done , some specific machines are made to do this stuff , it helps us to spend much more time in extra activities like sport , relaxing ... New technologies allow us to work more efficiently , with computers , complex operations can be achieved in a close time and with the insurance that the result is correct .",1
23771,"Internet is a good way of meeting people that are far from us , we can also inform ourselves on what happens in live , or search for special leisure with a quick result .",1
23772,"Finally , new technologies help us to save our free time and to work more quickly and more efficiently .",0
23773,"Dear Miss Clark , I went to your annual international arts festival .",0
23774,"I really enjoyed it , although I feel it could have been better .",0
23775,"But firstly I want to congratulate you for organizing such a huge festival , people need this kind of events .",1
23776,Secondly I would like to make some remarks about your festival so that you can improve it .,1
23777,"As it was written in your advertisement , artists should have come from around the world but only six countries were represented , I was quite disappointed .",1
23778,"However the concerts were great , but unfortunately , some concert halls were too small and it was as hot as a micro-wave inside .",1
23779,"Plays and Films were good and I liked them , but there were only a few , I hope there will be many more next year .",1
23780,One of the most positive aspect of your festival is the price of your weekend ticket .,1
23781,"As a student , the low priced ticket certainly athacted me a lot and gave me the opportunity to see and hear wonderful artists .",1
23782,"Finally , I would like to make one big suggestion : you should find a place for a camping so that people who come from a long way do n't have to spend money on accomodation .",1
23783,"Anyway , I 'm looking forward to coming to your festival next year .",0
23784,"Yours sincerely , Money , Money , Money Young people always need money , specially students who do n't earn their life .",1
23785,"They need money to pay their studies or for going out , but how to find a job which is good and not under-paid ?",1
23786,One of the best is working in a big supermarket .,0
23787,Some can find it boring but it is well-paid and not too tiring .,0
23788,Furthermore departement stores are always looking for students who would like to work .,1
23789,"Another solution could be working as a barman , the problem is that you go to bed very late , but it 's very exciting because you meet a lot of people and enjoy your night .",0
23790,Unfortunately it 's not possible unless you can rest in the morning .,1
23791,"If you are a really good student in one subject , you can provide private lessons which is one of the most prolific job but do it only if you like teaching .",1
23792,Otherwise you should try to find another job .,0
23793,"The main thing to remember is that there many possibilities but you have to try to find them and not just say : "" I want to work and earn money "" .",1
23794,"Dear Mr Robertson , I am writing to thank you for the well organised programme you have done .",1
23795,It will be a good opportunity for visiting London and its interesting places like the Science Museum .,1
23796,"In addition it is properly to mention you that all the students of my class are interested in going to The London Fashion and Leisure show , which is taking place on Tuesday 14th in the Central Exhibition Hall .",1
23797,"The London Fashion and Leisure show is an amaizing show because there are parades with the latest fashions , we could know some famous top models Besides there are a variety of clothes either sport wear as elegant desings .",1
23798,Not only we could see the latest trend in make-up but hairstyles performed by important coiffeurs .,1
23799,With your agreement we could change the programme .,0
23800,Maybe we could go on shopping on Wednesday afternoon and on Tuesday we could go to The Show .,1
23801,We would like to have reply to became making the arrangements .,1
23802,Many thanks again .,0
23803,"Yours faithfully , It was dangerous , but I knew I had to do it .",1
23804,I have never imagined I had to face this situation .,1
23805,I joined with an expedition team in order to explore the Rocky Mountains .,1
23806,We planned a programme .,1
23807,We arrived to the place in the morning and started to walk .,1
23808,"Every thing was marvellous , I got on well with all the partners .",1
23809,The landscapes were the most beautiful that I had ever seen before .,1
23810,"The weather was delightful , except this afternoon when started to rain and we decide to stay during the night inside a hole in the wall of the mountain .",1
23811,"I realised that my bag was outside and I went out to look for it , when a rain of stones covered the entrace of the hole .",1
23812,"I was terrified , I knew that the only solution was to ask for helping .",1
23813,"I walked alone a long distence until I found a telephone , I called the police and they ask for a rescue .",1
23814,Thanks to God everything finished in a good way. and my partners were successfully rescued .,1
23815,"Dear Sir , I 'd like to explain you the problems I have had when I went to the theatre .",1
23816,"The main problem I had was the actor , because he was n't Danny Brook .",1
23817,"Although Tina Truelove was there , I went to the theatre to see Danny Brook .",0
23818,Another problem I had was the time .,1
23819,I was going to begin at 19.30 but It began at 20.15 and the problem was that It was raining .,1
23820,I 'd like to explain too that I did n't see that you made discounts to no one .,1
23821,I was queuing for a long time and I did n't see it .,1
23822,And I went with a lot of friends and we did n't have any discount .,1
23823,Another question is that in the advertisement you advised we could visit your restaurant but as it was closed we could n't do it .,1
23824,And we were very hungry after being three hours in the theatre .,0
23825,And that are all problems I found .,1
23826,"And , because of these faults , I 'd like to have my money back .",1
23827,"If you do n't mind , of course .",0
23828,"Yours , Unfortunately , Pat was n't very good at keeping secrets .",0
23829,I met Pat when we were children .,0
23830,We went at the same school and at the same class .,1
23831,I liked a boy who was in the same class .,0
23832,I told her that and she assured me that she would n't say it to him .,1
23833,"When we finished our primary school we went at the same secundary school too , but we were in different classes .",1
23834,We went out every weekends .,1
23835,"And when we finished the secundary school , I decided go to a foreign University .",1
23836,"I spend five years there , although I came all summers and we continued going out as we did before .",1
23837,When I finished I return to my city to find a job .,1
23838,"A day , Pat told me that we was talking with this boy and that he told her that I like him and immediately she told him that he liked me too .",1
23839,A week after that I found him in a coffee and he asked me if I would like to be his girlfriend and I accepted .,1
23840,"Now , five years later we are going to get married .",0
23841,"Dear Sir/Madam , I am writing to complain about the musical show "" Over the Rainbow "" .",0
23842,"Firstly , the actors were supposed to be Danny Brook and Tina Truelove .",0
23843,"However , Danny Brook did not appear in the show , it was another actor .",0
23844,This was really disappointing .,0
23845,"Secondly , the show was really late .",1
23846,"It started at 20.15 , not at 19.30 as it was supposed to be .",1
23847,"And , although you have promised in your advertisement , there were no discounts available .",1
23848,"To make things worst , the restaurant was closed .",1
23849,The manager said it was closed because they had not been informed that there would be a show in that date .,1
23850,"To sum up , it was not a perfect evening out .",0
23851,"And , I would appreciate if you give me a refund .",1
23852,I look forward to hear from you .,1
23853,"Yours faithfully , What will clothes be like 100 years from now ?",0
23854,"In my opinion , the clothes will be more colourful , funny and confortable .",1
23855,I think that we will not use formal clothes anymore .,1
23856,"People will prefer to use confortable clothes , even to go to the office .",1
23857,The clothes will be more colourful and consequently more funny .,1
23858,We will not use black clothes as we are used to do .,1
23859,"People will use yellow , pink and green clothes .",1
23860,"This way , people tend to be happier .",0
23861,"However , the clothes will not be as teenagers use to wear nowadays to go to "" raves "" .",1
23862,It will be more beautiful and clean .,1
23863,"Mainly , people will not be so fashionable as they are nowadays .",0
23864,They will wear a clothe only if they feel good wearing it .,1
23865,"Actually , I think that the clothes will be really simplier in 100 years and I hope to be alive until then .",1
23866,"Unfortunately , Pat was n't very good at keeping secrets .",0
23867,Now all the town knew my secret .,1
23868,This is a very embarrassed situation .,1
23869,I have to leave this town .,0
23870,"My god , I never should have told my sister this secret .",0
23871,This story started when I arrived to this town with family .,1
23872,We come here to build our own house because my father had been fired and we had to sell our house in Buenos Aires .,1
23873,My mother suggested to come here because one of her brothers was established here and he could help us .,1
23874,"I had n't known all of us ( my uncle , my aunt and my beautiful cousin ) up to that day .",1
23875,"My uncle , called Paul , offered us to stay with his family up to we could build our house .",1
23876,"Cassually my cousin had the same age as me , sixteen , that 's the reason for we started a friendly relationship .",1
23877,We spend all the time together .,1
23878,"This "" friendly "" relationship was starting to make hot .",1
23879,I never had a boyfriend and I felt in love with him .,1
23880,"One day in the , he kissed me .",0
23881,It was wonderful .,0
23882,I felt that I had discovered other ways .,1
23883,"In fact , I did .",1
23884,"We made love ... But one month later , something surprised me , I was pregnant .",0
23885,"Dear Mr Robertson , I am writing to express my pleasure about the successful programme that you have prepared for our school , especially the excellent idea to visit the National Art Gallery .",1
23886,"In addition , I would like to inform you about an advertisement for the London Fashion and Leisure Show , which my classmates and I have seen .",0
23887,"We are really interested in latest fashions and new hairstyles , but also we are keen on knowing about leisure and sports clothes and especially girls enjoy seeing the different kinds of making up .",1
23888,"Furthermore , we have been informed that students are allowed to see this exhibition without paying money .",1
23889,"This event takes place in Central Exhibition Hall in London , on Tuesday on 14th of March .",1
23890,I would be grateful if you would consider my suggestion .,0
23891,"If you agree to visit this exhibition , we will spend our day there , thus we should cancel the shopping , but we will be able to purchase some presents next day , as you have not organised a specific plan .",1
23892,I look forward to your answer .,0
23893,"Yours sincerely , It was dangerous , but I knew I had to do it .",0
23894,"I had to hit a human being and unfortunately , although I respect every form of life humans , animals and plants , I managed to hit a burglar .",1
23895,"Three months ago , I cannot forget this day , my parents visited my aunt at hospital as she was ill .",1
23896,On this day I was really exhausted as I had been studying for 8 hours .,0
23897,I decided to stay at home and listen to music .,0
23898,I switched off the lights and I was sitting in bed .,0
23899,"While I was listening to my favourite cassette , I heard a strange noise .",0
23900,Immediately I opened my door and ... I could not believe my eyes !,0
23901,A short man stood in front of me !,1
23902,Without any warning he pushed my arms .,1
23903,I shouted as I pained .,1
23904,I realised that he was very strong .,0
23905,But I was faster and more intelligent than him .,0
23906,"I ran quickly and I managed to escape from him , I found one hidden wooden spoon and while he was passing in front of me I hit him .",1
23907,To my relief I managed to survive !,0
23908,"Dear Sir , My name is Yakimo Nashoto , I study in France and I went to London just to see "" Over the Rainbow "" because all my friends told me that it was "" great "" .",1
23909,"However , when I saw it , I was really disapointed and I ask you some money back .",1
23910,"The reasons why I was disappointed were : First of all , Danny Brook was not there , I was very upset because he is my favorite singer and it was one of the reasons why I wanted to see this show .",1
23911,"Then , the show started t 20.15 pm instead of 19.30 .",1
23912,"My Euro Star was at 22 pm. As you can see , I missed my train to go back to Paris .",1
23913,"On the developpement , they also said that they will be a discount for students who are between eighteen and twenty-five years old but it was totally wrong because I paid the full price which was £ 20 .",1
23914,"Finally , I wanted to buy something to drink , the restaurant was closed because it was on a bank holiday !",1
23915,"As a conclusion , it was the worse evening I have ever had in my life so I ask you for money back .",1
23916,"Your faithfully , The modern technology has changed my daily life a lot .",1
23917,"First of all , Internet makes my life easier .",1
23918,"Some of my friends live in overseas , we keep in touch by e-mails , it is a very good way for communicating because it is much cheaper than a phone call and we can re-read mails and keep them forever .",1
23919,"Then , nine persons out of ten have a mobile phone in our society .",1
23920,I have one too !,0
