,essays,scores
65," Dear Ms. Jane Clark, I am writing to give my opinion about the International Arts Festival which was held  21st and 22nd November. I went to the rock concert by U2 and  the Chinese film ""Chung King Express"". Both of them were not only really enjoyable, but also reasonably-priced. However, I feel that it would be even better if there were some improvement. First of all, it would be greater if there were more famous people who have various nationalities. Because most of them were from English speaking country this year. In addition, larger halls should be provided for concerts since a lot of people could not get tickets for those by big stars. Moreover, personally, I hope that the number of plays and films will increase. I think they are the nearest 'arts' in real life. I would be glad if you consider my suggestions. Yours sincerely,  [SEP]  Money - hasn't it always been one of the most important problem for students? Of course, you can't afford a luxualy car and a large apartment unless you've born with a silver spoon. However, there are some good ways for you to earn enough money to enjoy yourself. How about working as a waiter or waitress? Not only it's a simple job, but also you can enjoy working with many colleague at your age. It would be great fan to make friends outside your class or club. If you say that the wage is far from satisfaction, why don't you teach younger students as a private teacher. It's also  really popular job among university students because of the good salaly. If you are interested in teaching and responsible enough, you'll probably become an excellent teacher. Stop complaining about  lack of money and let's start working to have a new world. You'll find that your life is becoming more and more enjoyable! ",24.00
87," Dear Sir, I'm writing to you to complain about my deceiveful experience at your theatre last Saturday night. What I thought it was going to be a wonderful night became into the worst night at the theatre I've ever had. Firstly, I must admit that when we realised the main character had been changed we felt really disappointed. This is because I had been waiting to enjoy Danny Brook's performance since I saw him the first time on television. Secondly, despite of your advertisement of the possibility of discounts, when I showed my student identity card to one of your employes she angrily told me that I had to pay the whole prize. Moreover, not only had the actor been changed but also the musical show started forty five minutes late. In my opinion you ought to be more serious because of the commitent you have  with the people who comes to your theatre. Finally, at the end of the night we felt a bit hungry but we couldn't eat until  arriving home due to your restaurant new cooker illness. The truth is the night wasn't my perfect night out as you have announced so I would appreciate  if you could give  my money back. I wait to receiving a prompt answer from you. Yours faithfully,  [SEP]  Unfortunately, Pat wasn't very good at keeping secrets. I had always thought that I could rely on her whatever my problem was. Yet, one extremly hot day while I was pacefully walking by the sea and thinking about my own problems I discovered my elder brother's girlfriend with another boy. At first I felt really annoyed and disappointed so I run to my brother in order to explain him what I had seen. Nevertheless, when I found him studying harder for his final exams I realised I would rather her girlfriend explained my poor brother the truth. But the thing is I needed to speak to someone about the fact so I could feel more relaxed. I didn't know who explain it to but actually I decided that if I needed to tell someone a secret I would trust an my best friend Pat. So, the next day, I nervously came to Pat's appartment where she had been living on her own since she was eighteen. After that, she felt completely sad because of the love she had been feeling for my brother for several years and she swore  me that she was going to tell it to nobody. However, the truth was that not sooner had I arrived home than my brother asked me crying why I had told his girlfriend's affair to Pat instead of discovering him the truth. ",31.0
1030," DECEMBER 12TH PRINCIPAL MR. ROBERTSON DEAR SIR, I WANT TO THAK YOU FOR PREPARING SUCH A GOOD PROGRAMME FOR US AND ESPECIALLY FOR TAKING US TO THE RIVER TRIP TO GREENWICH. I WOULD LIKE TO KNOW IF THERE IS ANY CHANCE OF CHANGING THE PROGRAMME BECAUSE WE HAVE FOUND A VERY INTERESTING ACTIVITY TO DO ON TUESDAY 14 MARCH. IT CONSISTS ON VISITING THE LONDON FASHION AND LEISURE SHOW IN THE CENTRAL EXHIBITION HALL. I THINK IT'S A GREAT OPPORTUNITY TO MAKE GREATER USE OF OUR KNOWLEDGE OF  ENGLISH LANGUAGE. ON THE OTHER HAND, WE COULD LEARN THE DIFFERENT WAYS TO GET TO THE CENTRAL EXHIBITION HALL. I SUGGEST THAT WE SHOULD GO TO THE NATIONAL ART GALLERY IN THE MORNING AND INSTEAD OF HAVING THE AFTERNOON FREE WE COULD GO TO THE FASHION AND LEISURE SHOW. I WILL BE WRITING ANXIOUSLY FOR YOUR RESPONSE. YOURS FAITHFULLY  [SEP]  (FAMOUS PEOPLE, SUCH AS POLITICIANS AND FILM STARS, DESERVE TO HAVE A PRIVATE LIFE WITHOUT JOURNALISTS FOLLOWING THEM ALL THE TIME) FAMOUS PEOPLE SUCH AS SINGERS, FILM STARS, ETC ARE ALWAYS THE CENTRE OF ATTENTION. AS SOME OF THEM ARE CONSIDERED IDOLS, THEIR FANS WANT TO KNOW HOW THEY ACT IN THEIR PRIVATE LIVES, WITH THEIR FAMILY OR FRIENDS. AS A RESPONSE TO THIS DEMAND OF INFORMATION, JOURNALISTS FOLLOW FAMOUS PEOPLE DAY AND NIGHT IN MANY DIFFERENT WAYS, FOR EXAMPLE, CHASING THEIR CARS, TAKING PHOTOGRAPHS OR BREAKING INTO THEIR HOUSES WHILE THEY ARE ON HOLIDAYS. THIS SITUATION AFFECTS FAMOUS PERSONAL LIVES BECAUSE THEY ARE NOT ALLOWED TO HAVE  PRIVACY THE MOST IMPORTANT THING IS THAT, ALTHOUGH THEY ARE FAMOUS, THEY ARE JUST NORMAL PEOPLE THAT DESERVE TO HAVE A PRIVATE LIFE WITHOUT JOURNALISTS AND FANS FOLLOWING THEM ALL THE TIME, AND ON THE OTHER HAND PEOPLE HAVE TO LEARN TO RESPECT THE FAMOUS  RIGHT TO KEEP THEIR PERSONAL LIVES IN SECRET. IN MY OPINION FAMOUS PEOPLE ARE BEING OBLIGED TO PAY A PRICE FOR BEING FAMOUS THAT IN SOME CASS, COSTS MORE THAN THEY DESERVE TO PAY. ",28.00
423," Dear Sir or Madam, I'm writing to complain about the musical show named OVER THE RAINBOW. Regarding your advertisement, it is the LONDON'S NEWEST AND BEST MUSICAL SHOW, but I was deeply disappointed at it. According to your advertisement, the starrings were DANNY BROOK AND TINA TRUELOVE. I decided to go to see this show because of its starrings, but at the day I saw it, a different actor played. He was not DANNY BROOK. Moreover there was no discount ticket. They were all sold out. You should have said they were very few. I had to buy a £20 ticket. To make matters worse, the time that the show started was delayed. It started at 20:15, fourty five minutes later! That's why I couldn't have a dinner at the theatre restaurant after the show. It had already closed, when the show finished. I'd like to ask for a full refund for this awful night. Could you give me a satisfactory reply as soon as possible. yours faithfully  [SEP]  Modern technology has changed my life. Especially, a computer has made my daily life change dramatically.  It is only two or three years since I  have used a computer at home, but now I wonder how I can live without it. I open my e-mail box every night. When I find a new message, I'm very happy. Before using e-mail, I used to write letters and sometime  telephon. However I've found e-mail is better than them. Because as soon as I send my message, they can receive it. In the other word, I can also receive their reply soon. It's really useful, when I need  quick reply. Overmore when I send e-mail, I need not worry about the time. I can send them anytime I like. Thanks to modern technology, I enjoy chatting with my friend in other countries and my family in Japan almost every day. ",31.0
1029," 1st. March, 2000 Dear Mr. Robertson, Thank you for organising the programme about the trip to London. There are a lot of activities that all of my classmates are interested in and especially they are looking forward to sightseeing by bus and visiting  National Art Gallery. However, I am writing to suggest a special activity while we are in London. The students in my class have just seen the advertisement for a show in today's edition of The Times. There will be The London Fashion and Leisure Show in Central Exhibition Hall on the 14th of March. It starts  10:00 am and finishes  9:00 p.m. All of my classmates would like to go there because it is a great chance to see the latest fashions, leisure and sports wear, make up and hairstyles. Besides, students don't have to pay  entrance fee because it is free for students. The fashion show is only on the 14th of March, so I would be grateful if you could allow all of my classmates to go there after visiting  Science Museum instead of going shopping. I look forward to hearing from you. Yours Sincerely,  [SEP]  Many people think that it is natural for famous people to be followed by journalists all the time because they are famous and everybody is curious about their life. However, in my opinion, famous people, such as politicians and film actors, deserve to have a private life. First of all, everybody has rights to keep their own private life, especially when they are in serious situations such as divorce and a family member's or the closest friend's death. It is too cruel for them to be monitored their feelings at that time. Another reason that I agree  famous people deserve to have a private life is that if journalists followed them all the time, it would result in their death. For example, if Diana, who was  ex-wife of Prince Charles, hadn't been followed by paparachi when she was dating with a guy, there wouldn't have been a car accident which caused her death. To sum up, nobody wants to be revealed their private life on public. Therefore, even famous people need their own life apart from the media. ",30.00
1041," Dear Mr Robertson, I'd like thank you  to take us on a trip to London and have made such a good programme, especially the river trip to Greenwich. It also will be ""The London fashion and leisure show"" on the 14th of March, which consist on an exhibition of the latest fashions, leisure and sports wear, make up and hairstyles. Indeed it will be free for us as we are students. As you know we are in England to learn your language and also  your lifestyle, and we thought this show would be a good opportunity for us to discorve this way of your country! May I suggest an alternative ? We could go to  science museum on wednesday morning and to the National Art Gallery . We only need wake up earlier and take part of the lunchtime to do both the same morning, but that would leave us go to  show on tuesday, because we can use the wednesday's free time to do our shopping. I hope that my idea sweet you and you'll agree. Sincerely,  [SEP]  Tuesday, 12th December Dear Annette, Thank you for your letter, like usual, it's a pleisure to receive a word from you. I understood that you're looking for your cousin's birthday present, and you'd like give to him a book, which, I think, it's a good idea. The last book I read was Wuthering Heights by Emilie Brontë. It's a fantastique book, which I recommend to everybody keen on lovestories. It's a perfect combinaison between passion and life difficulties. I recone that it's quite not an easy reading, but as you described your cousin, I think she really will enjoy it, she's such good in litteracy, that it won't be a problem for her. I really think you should choose this one for her, it does go with her personnality. It'll be a good point for her general culture, Wuthering Heights it's a classic, which everybody knows about it, even if they didn't have read it, they, at liest, know the story. Let me know what would be your choice. Love from, ",24.00
547," Dear Mrs. Ryan, Thank you for your letter. I was very surprised that I have won the first prize in your competition. First I would like to mention that I can only travel in July, because I will work in August in a web designer studio. So I am unable to go on holiday to another time. I would prefer to stay in a tent because I like camping very much. I think it's more exciting to be in a tent than in a log cabin. I was very surprised that you offer such a great variety of sports and courses. I would like to do Basketball and Painting. I played Basketball at school for about two years. I am rather good in it. I also had Painting as  main subject at school for five years. I like painting very much, and I think I am good in Painting. I paint a lot in my free time. I prefer painting landscapes and fantasy-pictures. I would like to ask you, how much money will we need? Which clothes should we take with us? I hope to hear from you soon. Yours sincerely  [SEP]  First I would like to point out, that this was a good idea to present our school in a short film. I think first of all we should film an english lesson, where pupils could prepare some group work or information-boards. I think it is also important to present a comercial english lesson, maybe the pupils could write ""offers and orders"" or enquiries on the blackboard. Next I would film a BWPM lesson. This subject teachs the pupils how to make good presentations. They go together in groups, then they prepare power point presentations and at least they present it in front of the other pupils and teachers. It would be also very interesting to film the situation during the brake. The smokers in the school yard, the buffett and the other pupils, who are sitting in front of their tables writing their homework. I think then we should film an informatic-lesson. It would be funny to present the computers, which are often overcharged, or often the netserver is spinning. It's really funny to see the helpless teacher, who wants to go on writing in excel or a word text, while the computers do not work or brake down. I think that would be all for our video. In my opinion this are the most interesting things in our school. ",29.0
618," Dear Ms Ryan I'm very much surprised to receive your letter announcing the  first prize in your competition and I'm looking forward to spend the two weeks at Camp California. Just because I'm studying at the moment and I won't have my holidays till July. This is the month that best suits me. The second week of July would be perfect to start my trip. I would rather sleep in a log cabin. I find it will be much more comfortable than a tent. The leisure activities sound fantastic especially climbing and photography. I'm very keen on climbing. I've joined a climbing group in my town  2 years  and  reached the top of several middle-high mountains. The other activity I would like to try is photography. I have no previous experience on it but I wish I'd learn a lot. However, there are some questions that I want to ask you about. Do I need  passport to travel? What kind of clothes would be appropriate, winter or summer? Are there any food service at the camp? I hope to hear from you soon. Yours sincerely  [SEP]  This is a report to plan and suggest ideas for the daily life video at school. The activities suggested are write below. The opening time recording the students while they meet outside the school and come in could be a good begining. It would reflect the atmosphere when they meet early in the morning. Filming lessons such as grammar lessons and speaking either theory lessons or practice would give a general idea about a day at school and how students work on their lessons. Why don't  include some sports, for example, voleyball? The team has been training very hard during  last weeks. And they'll certainly feel very proud of being at the video. The musical lessons and the singing club in the afternoon are very popular among the students of all courses. Practically the whole school would appear on the video. I think that if we mix lessons with sport activities the combination will give us complete success. ",32.0
1199," Dear Mrs Maria Smith, I am writing to give you some information  asked  in your letter, which I received this morning. Your group has been booked in  Palace Hotel which is one of the most comfortable hotels in London. Personally, I am glad that you will have this opportunity to use its various facilities. It is based in the city centre and is about half an hour by underground from the conference. In my oppinion the easiest way to get there from the conference would be by taking the Picadelly line. However you would take bus number 150, if you would like to have a look at the city centre and you have some free time also. Regarding to the end-of-conference party, I would suggest to wear some dress for a woman and an elegant suit for a man, though, it is no  formal do. The party will finish quite late so we've decided to provide a bus which would take you to the hotel safely. Basicaly, during three hour time in the afternoon nobody is able to visit all of  interesting places of London. However you would have a long walk along the river to take some essential photos. I look forward to welcoming you. Yours sincerely  [SEP]  Are you always happy when your telephon ring? As far as I am concerned the telephone was invented in  19th century. It has been affecting our lifes very quickly, although there were some different ways of communication as TV, for instance. Since the internet was introduced, many of us wouldn't have imagined the lifes without this. We were able even to have our own telephone kept in our pocket for a some time. However, are you always happy when your personal phone rings. On the other hand I wonder whether you have experienced some situations when you wouldn't have your mobile switched on. This invention has affected my life completely. Since I have been traveling around the world I would have imagined beeing in tough with my family or friends without  internet or my mobile phone. In spite of having the opportunity of keeping  contact with friends at the time  we are far away from home, we should have been knowledge how to use it without interrupting others. ",29.00
732," Dear Mrs Helen Ryan, I am writing to you in reply to your letter about my willing the first prize in your competition. First of all, I would like to thank the jury for chosen my work from all the competitors. Next, I would like to find out some details about the camp. I need to know if my travel will take place in August. If I had known that I won, I would not have arranged my english course in Britain. Before. The next point is the accommodation. You mentioned that it will be in tents or log cabins. I would prefer staying in tents. I am very close to the nature, so it will be a pleasure for me. What's more, your letter said about the chance to do for two acctivities during the camp. I am very interested in tennis, but I am also very good at photography. It has been my hobby since I was a child. I have even won  competion once. That is why I would like to continue doing this at the camp. Finally, I would like to ask about other things like: clothes, money, guide. I would like to know if the ,,travel costs'' which you had paid for include entrance tickets to the museums' or any other cultural places, because I would like to  some sightseeing in the U.S.A. Furthermore, if there will be cmy tumple dryer or washing maschine to clean our clothes and if there will be a guide who will be responsible for us and the camp. I am looking forward to hearing from you Yours sincerely A. Adamski.  [SEP]  Generally, most people like shopping, but there are some advantages and disadvantages. When discribing the advantages, we should remember that most people like doing shopping. It is very pleasant when you are looking for something special or for special occasions like wedding, birthday,  Christmas presents. Next, it can be very good for your wallet to save some money, when you will find a bargain or sales. As well as that, some shop-assistance can give you a lower price, because you always do shopping at their shop. What is more, most people cannot live without shopping. It is their way to spend free time. On the other hand, there are some minuses. On top of that, shopping is very tiring and exhausting. Walking from shop to shop carrying heavy bags, takes much of your time. Instead of that you could do more interesting things. such as playing sports or reading a book. Besides that, shopping steal you from money. Very often people go to a shop - usually a big departament store and buy things which they do not need. In my opinion shopping is very tiring and I usually try to avoid doing it. When I have to, I do it, but I think we waste too much time on it that we should. On balance some people still like shopping even if it is not always enjoyable and they have to stand in a long queue to buy something. From my point of view it depands on us if shopping will be enjoyable or not. ",27.0
375," 17th June 2000 Dear Sir or Madam, About two weeks ago, I went to London for a week holiday. While there I saw your advertisement for the show ""Over the rainbow"" and decided to go. I was looking forward to a great evening, but much to my surprise, it was not exactly the case: there were no discounts available,  as it was mentionned in the advertisement; the show started 45 minutes late; I was then very disappointed to see that Danny Brook was replaced by someone else. After the show was over, it was not possible to visit the theatre restaurant, as it was closed that day. I am very sorry to say it was definitely not a perfect evening out, and I am therefore asking you  a refund of the amount I paid, or part of it. You will find the receipt enclosed. Yours faithfuly,  [SEP]  Modern technology is affecting my daily life a lot, I can even say  changed it. I will take the exemple of the use of the internet. I use it on a daily basis for many different reasons: I don't write letters to my friends anymore, and wait weeks before receiving answers, I just send an electronic mail through the internet and the person received it within seconds. I don't need to go to the stores anymore, if I don't want to: I can just stay at home and buy almost everything through it: books, video tapes, clothes and even groceries. It is also possible to read the news or play games. I also have the possibility of making new friends: I can connect to a special site which will enable me to virtually meet people. ",38.0
936," Dear Mrs. Helen Ryan. It was so great to hear that I had won first prize. It would be meaningful in my life to take part in your camp. I am writing to reply about your questions. I am wondering that I will be only able to travel in July, because I have to finish my first year at the university. It finishes 29th of June. In addition to this, I have already resistered  another course which starts from 2nd of August. Secondly, I would prefer living in tents, I always admire outdoors life. Finally, I would like to  surging and golf. In  case of surfing, I have never had an experience, I am  absolutely beginner. On the other hand, I used to play golf with my father. When I was 14, I won the competition. I would like to ask about Camp California. Let me know if I have to take which kind of clothes and how much money I need. It would be very helpful. I look forward to hearing from you. Your sincerely  [SEP]  Hi. How are you? I am fine. Thanks for your letter. I want to let you know about my experience as you wanted. Well, last month, I worked at a pop concert. It was fantastic because I could see Madonna. My main job was to tide up her dressing room. Can you imagine? You are working with your idea woman, I can't still belive that I spoke with her. Anyway, the most important thing was that I had  good experience. If we had worked together we would have had a good time. It's   pity, isn't it? Now, I know how difficult  to sing in front of the audience and behind the start there are a lot of the people who help the performance. Next time, I hope that we'll work together. Let's find some information to get a job. Shall we? I have to go now. I am fed up with studying, but I have to. I hope that you'll be alright. I am looking forward to hearing from you. With lots of love, ",24.0
1096," Dear Mr. Robertson First of all I would like to thank you for organizing this trip to London, and for taking care of the programme. It is a very good shedule, especially because you have considered different activities for us. However, we saw an advertisement, and we are keen on the idea of going to the London Fashion and Leisure Show. It will take place on Tuesday March 14th at the Central Exhibition Hall, from 10.00 to 19.00. Personally, I think it can be a great opportunity because it is something we all want to attent to, and we are all fond of the latest fashion. We noticed that it is free for students so the price of the trip will not rise. We discussed about the programme, and because the show will take the whole day, we would not mind going to the Science Museum on Wenesday instead of having free time all afternoon. I am looking forward to having your answer. Yours sincerelly  [SEP]  It was dangerous, but I knew I had to do it. It was a new challenge, and not only for me, but for everyone there. Nobody thought I was capable of doing it. I wasn't sure of what to do, and the pressure of everyone watching me, was driving me mad. Finally, I managed to move my right foot closer to the edge. I could listen the crowd shouting 'Go, Go'. That was my only chance.. Only  few more seconds, otherwise my time would be over. I didn't even think of boking down. I was already paralysed, and that wouldn't help me at all. Then, by some 'strange power' my left foot was moving and I wanted to stop it, but it was too difficult. The clock was running.. tic, tac... And suddenly everything stopped. I felt an enourmous peace. Somehow I managed to jump out of the airplane and I was flying! Those minutes, up in the air, feeling the wind in my face, were fantastic....And then I was terrified when I couldn't open the parachute! Fortunatelly, I wasn't alone. ",35.00
1052," Dear Mr. Robertson, I have heard you organised such a nice programme especially  river trip and museum for our class. I would like to thank you for doing that on behalf of my classmates. By the way, our classmates have seen an advertisement for the London Fashion and leisure show. It will show us the latest fashions, leisure and sports wear. In addition, make up and hairstyles shows will take place at the same time. We think it would be a wonderful chance to have a new experience. What is  better,  all students can participate without paying. It takes place at Central Exhibition hall in London. And it starts from 10 to 19 on 14th of March. So we would like to suggest you to put this programme into the morning time on Tuesday instead of  Science Museum and put  science museum into free time on Wednesday. I hope you will consider our suggestion. I look forward to hearing from you. Yours sincerely  [SEP]  Much safer but still at home Our homes have change with many comfortable things compare with the past. As many inventors made lots of things, we can live in good facilites houses: But do you think no more comfortable homes will be built? Our homes will be different in the way to protect our family from theives. For example, now we have a security safety like a bell or button. But in the future, we'll use our eyes or finger prints through the special space to enter inside. That is, our security system will be much stronger. On the other hand, what migh still be the same is to have good places to take a rest at home, such as a beautiful garden, a small terrace. Because it is a instinct that people prefer comfortable place and want to take a rest in a peaceful place. To conclude, while our homes in the future will be much safer than before, they will still have good spaces for us to be at home. ",25.00
204," Dear Manager, I'm writing this letter to you because I had a very disappointing evening to your theatre. and I would like to explain what the problems were. Firstly, as I read at the advertisment,  the actor would be Danny Brook and this is one of the reasons why I came to the theatre. But at  big suprise  I saw that the actor was different and I was very disappointed. Secondly, on the article the times were 14:30 and 19:30. I prefered to come at 19:30 because it is better at night and it wouldn't finish late, but the theatre started at 20:15 and we got bored waiting  to start. Another reason why I was disappointed was that you said there would be  discount available but there wasn't. At last I was waiting to visit your theatre restaurant after the show but it was closed because a machine was broken. This was very disappointing. As you can see there were many problems with the theatre and I would like to ask for some money back as an alternative Yours faithfully,   [SEP]  Unfortunately, Pat wasn't very good at keeping secrets. The next morning at school everybody was looking at me with a strange way. Nobody was talking to me except the ten persons who I invited to my party. At first I didn't know why but after a few seconds I realised that telling Pat about my party wasn't a good idea. I was very ungry with her, I didn't know what to do I was afraid that I would have lost all my friends. After a few seconds of thoughts I went straigh to Pat. ""Why, why did you do that?"" I said she looked as if she didn't want to talk to me. I ignored her I couldn't do anything now. Everybody knew about my party and I had invited only ten persons. I was confused. I wondered why I made the mistake  to invite Pat. I guess I didn't know that she would have said it. After a big confusion I decided not to make a party for my birthday so I could had all my friends back. And that's what I had exactly done even if I stayed alone at my birthday. It was much more important to me to get all my friends back. With this story I learnt that there are a few friends who are real friends and who you can trust. ",33.0
1182," Dear Mrs Smith, Thank you for your letter. Surely I'll try to help you as good as I can. First, I  tell you the name of the hotel, it's the Palace Hotel. Fortunately, it is not far from our college. For getting from the hotel to the conference, you only have to take bus no.7 and get off at St. James College, where the conference will take place. About the end-of-conference party I can only say that a band will be playing the whole night, and a special guest I still don't know  will be expected. I suggest to wear casual clothes, I think there's no need of school uniforms. To answer your last question, I would propose you to attend the local zoo, because many baby animals were born in the past few days. Dear Mrs Smith, I hope the given information is useful for you. I'm looking forward to seeing you at the conference. Yours sincerely,  [SEP]  The telephone Could you imagine there's no telephone ringing in an office? Or to live your live without chatting for hours with your best friend? Could you? I can't! The telephone was invented by Alexander Graham Bell in the end of the 19th century. It was an invention nobody thought how important and how widespread it would be in  future. Nowadays almost every household in the western world owns a telephone, and calling to relatives or friends spread all over the world is no strange thing. People need the telephone not only for chatting, but also for exchanging information in a very short and direct way with the possibility to answer immediately. When I was a child, we had no telephone at home, and I always had to go to a phone box in the centre of our village. Now I have my own flat, and the first piece of furniture I've bought was the telephone. I'll never take it away from my home. ",34.00
125," Lausanne, the 20th of May 2000 Dear M. Smith, My name is Marie Bouchard, I come from Switzerland. Two weeks ago, I spent a week in your fabulous city of London with my friend. On Thursday, the 3rd of May 2000, we went to your theatre to see ""Over the rainbow"". Unfortunately, we were really disappointed about everything in the theatre. Firstly, we got our tickets in your ticket office just one hour before the show. We thought, as usual we do in London theatre, we could have discounts as it's written on your advertisement . Surprisily, there were no discounds. Secondly, the show started at 20:15 instead of 19:30, it's a theatre but not a concert hall!!!! Thirdly, we were astonished about the actors whose we know from others musical. Why did you not change the name of your advertisement? In the end, the restaurant was closed because you didn't have enough staffs, this evening!! Nothing was serious. We really like London, the people, the night-life but this evening was really awful. I sent to you a copie of our tickets. Would you pleased return our money back. In advance, thank you. I hope we are not the only people to be so upset, but it was the first and the last time that I came in your theatre. Sincerely yours  [SEP]  Unfortunately, Pat wasn't very good at keeping secrets. When her best friend, Scala, asked her  an idea to surprise her husband  because she's pregnant, Pat put her feets in the plate just before Scala's husband got the surprise. The problem is that Pat works in the Neubathin a little village. She's a secretary in an office. Everybody knows everybody. Pat and Scala have been good friends for 10 years, their husband  too. It was a Friday suny afternoon, Scala was really excited  to tell her the new. Despite  she knew that Pat couldn't keep  secret but for this time she was confident  maybe too. Just after Scala told her the new, Pat phoned her mother who worked in a bakery, to tell  that Scala is pregnant. As usual, Jon, Scala's husband came & bought the bread for the evening. Pat's mum was so excited about the baby, she just said ""Congratulations for the new baby."" He was so amazed and asked  to repeat . She just thought it would be a secret,  she came really embarassed. When he went back to his house, his wife gave him the box with the shoes but it wasn't a surprise! Scala was hungry with Pat because she thought she can keep this kind of secret. ",25.0
225," Dear Sir/Madam, I am writing to complaine about the evening at the Circle Theatre presenting ""Over the Rainbow"". It wasn't at all like what the advertisement for the show had promised. I will try to explain below: To start with, the show, which was supposed to start on 19:30 started on 20:15 so you can understand that we were 45 minutes late getting out as well. Then, they were not any discounts available for the tickets as it was written on the advertisement. What's more the theatre restaurant was closed for some reasons and we couldn't get anything to drink or eat after the show. On top of everything Danny Brook, the star of the night, was absent and his role was performed by a different actor. You can understand how disappointing this was for all of us. I am sorry but this wasn't my perfect evening out. I would like to ask for some refund because the whole evening was very disappointing and it did not worth the money given Yours faithfully  [SEP]  As we can understand by observing the fashion of each century, the style of dressing changes rootly through the years. So we can easily understand how different the style of dressing will be like 100 years from now In my opinion, there are two possible fashions for the future. If humans turn to be more free from social rules, I think that their dressing will also be very extreme and unlimited. There will be a variety of colours and fashion styles. Everybody will wear anything he/she likes, choosing clothes from any century they wishe without this being strange. On the other hand, if human society turns to be stricher and more limited, there will be only 2 or 3 types of clothing, formed by the needs of the society. All people will look about the same and mostly dark colours will rule around. Perhaps the style of their dressing will indicate their position in society too. This is how I think  fashion of the future will be like. The most exciting  about this is that people won't think that their clothes are strange  as we don't think about ours . ",30.0
282," Dear Sir, Last Saturday evening me and my family went to see the musical show ""Over the rainbow"" at your theatre. I'm writing this letter to express the reasons of our disappointment about that evening. The advertisement for the show said that there was discounts available for children so we brought them and when we bought the tickets we had to pay the maximum price for everyone. Then, when we got in, we had to wait because the show started forty-five minutes late. By then our children were very bored. My husband was looking for to seeing his favourite actor, Danny Brook, and when the show started he found out that Brook had been changed by a different actor. My husband was really unhappy. When the show had finished we decided to go for a snack to the theatre restaurant and it was closed without  giving any reason for it. As you can see, it wasn't the evening we expected and the result was very different from the promises you made in the advertisement. I think it would be reasonable if we could have our money back. Yours faithfully,  [SEP]  Unfortunately, Pat wasn't very good at keeping secrets and this was the reason why the party wasn't as succesful as we thought. My and my friends, including Pat, were preparing a surprise for Sam's birthday. We decided to go to his place (I've got a copy of the key) the evening before his birthday while he was at work and decorate the lounch, then turn off the lights and wait for him in silence until he arrived. Everybody was excited about the idea and we were keeping it in secret in front of Sam. Two days before the event Carol, Albert, Sam and me went to visit Pat in her house and she invited us to stay for dinner. We were having a wonderful time chatting and laughing but suddenly the phone rang and Pat answer it. It was her aunt inviting her  for the weekend so Pat said very loudly: ""I'm sorry but I have to go to Sam's flat and decorate it, it's a surprise, don't tell anybody"" Sam look at us surprised and said ""What's going on?"" Everybody had to change  plans and the party became a normal party. We were a bit disappointed but we enjoyed  anyway. ",36.0
1202," Dear: Mrs Maria Smith I am replying  your letter for the help you're being need. I am plece to tell the information do you need for the group. The Hotel I was be booked is  Palace Hotel wiche is in the center of London just tow blokes from Victoria stations. I think It is verey convenit for the group. you know  Victoria area  is easy to travel from there to the rest of the city. about the Hotel  is cling, and have a good serves the rooms are dobuels and neche have  owe bathroom ant for the nomber of student we get a good Valud. and the best way to get  the College for the Conference is walking to the Victoria station get the tram to Glouster Road and  3 blokes to the letur hand  you will found the College. Howeve I am goign to make a plan for acche student with all of the diteil and  adres. About the party in the end of conference we organise  in the same hotel whict have a nice salon. Will b good for yor group  you don't need move to anoder place. We'll have drink and food and music for dance. It is not a formal party so I thing  is faind wear somethig no too formal. I whant to  suggestions for the last day you and your group  may be go to Green Park and visite the Queen House and the Parlamente this area is very nice and The group would engoin aftha the conference get  Freche ear ore another obction could be The new tell galery I never been there but  could be a good esxuse for visite It with you. I have been hearing about the Ave they have in  Exivicuion  is interesting. I hope you found thes letter uselfuel and If you have nay question let my know. I am looking forway to see you soon. Yoors sincerely  [SEP]  Inventions have affected all our lives The Computer was invented 30 year or mor ago and estart lake a procesing information with a big cad  was perfored and maked a smol hold and aeche hold mean something  lake a Codig. The maching  was used for read this cad was too big you use to need a room  for our Computer. I remember when I had the fare lesson in the Univerty and the ticher took as to the Computer Center an I sow these machins all my College an my were lofing  was very dificul Imagent how you Can work in these Kan of Computer. In these days the Computer is part of the own life you use it all the time some time you do persona  or anoder  is Jost the thingh you need do like go to the bank, us the  transpor, go for shoping etc.  is a maching  make the life easy and ibendow you can cari it every where is amaising the way as the fas the computer changes the programas are mor quicks and For useful and practicals But the Computer have the bad sead to I whand mean we life aeche day  depende mor and mor for It. So I feel ascere when I thing about the consercuencias if some of the virus  or mad prapoel make bad use  lake hapen thise days with the sex or other . I work with children an the Computer help  my Jop bat affeted  to. So I hope the Wold meke Consense about  and the Inguener in Compueter work have in estop these probleme because some good could be some thig very danger. ",13.00
