,essays,labels
689," Dear Miss Helen I have just recived your letter and I'm very happy for it, especially becouse the competition was so hard. Being at Camp California was one of  dreams of my life and now I can relaized it. Firstly, I could to pass this two weeks during next July only, because, before and after it, I have to working as a waiter here in my town. However, about accommodation, I'd prefer a log cabin, becouse it is more confortable than the tent. All the activities indicated in your letter are great for me but I prefer tennis and surfing, because I'm used to playing tennis during every weekends and I'm very keen to surfing. I'm a good tennis player and a big surfer too. Lastly, I'm interested about the law's schools in California, they are very famous here. I would like to know if I will visit at least one of them. I look forward to seeing you soon. Yours faithfully  [SEP]  Dear Kim This is a precise letter that I write  you now. I'm very happy and lazy at the same time. Last month I visited Tom, another old friend, and he told me if I had worked with him like  musician at the XZY pop concert. ""This is extraordinary"", I said. Firstly, I was very embaracing during the concert, but all the staff were very kindly with me and Tom too. This is the most important experience in my life, I knew all the people, in a particular the famous singer ""Kos"". He is funny and easy-going. During the concert, I was near the  and opposite there was ""Pipe"" the biggest  of the world. It's very difficult describing all  emotion I felt. I can only tell  that  had been an important experience for me and for my new songs. Excuse me Kim, but I'm so nervous that I obn't be able to write oben this letter yet. I hope to hearing  you soon Your best friend ",25
562," Dear Madam, I am very glad that I have won first prize in your competition and I can go to the United States. It has always been my dream to go there and to be able to see that beautifull country. Now my dream will come true. I will try to give you some information about me. The best time to travel for me is July because I am working and only then I can have holidays. I would be pleased if it is possible. About accommodation, I would prefer a tent because I have never slept in the tent and I would like to try it. It will be very interesting for me because normaly I have not a lot of time to do activities. I would prefer swimming because I very like it and I am trying to swim anywhen I have got some time, and painting because I have finished  painting course and I have some practice with this. That is very nice that every costs are paited for but I would like to ask you how much money I should to take with me because I do not now anything about prizes in the U.S.A. and please to tell me if I need anything to paint because it would be difficult to take it with me, so if I will need to take everything I will just change this activite. Thank you for the letter and I am looking forward  an answer. Yours sincerely  [SEP]  Hallo Kim, Thank you for answer on my last letter, I hope your sister's health is better than on last time and she is all right. My life is a little bit changed after that concert on last month. I will try to explain  you why. As you now I was helping to make every decorations before and during the concert. It was  realy wonderfull new experience for me. I have never before met so many people and I didn't now that is so hard to keep everything in order during the concert. Now I now that everything need patient, time and hard work before someone will sing any record on scene. The people were wonderfull, they was helping each other with everything and it was a lot of easier to do. It is  very nice feeling when you need help and  is so many people which want to help you. I will never forget this concert and those people. It was good experience which I will never forget. I hope I will be able to do it again. ",24
51," Dear Jane Clark, The purpose of this letter is to congratulate you on the International Arts Fesival I attended last weekend. I believe that the event was good, however I feel that the festival can be improved next year. Firstly I would like to tell you that the idea of organizing an International Arts Festival is fantastic, but in your advertisement it was said that I would find stars and artists from arround the world, when, in fact, they were from only six countries. I do understand that it must be difficult to get these people to go to the festival, but it would be nice if next year we could meet  other personalities. Secondly I belive you should know that a lot of people, including me, were not able to enjoy  concerts because some concert halls were too small. I would be very thankful if you could tell me if there will be more plays and films next year. Last but not least I would like you to know that I think the idea of the weekend ticket for all events was excellent because in the end it was cheaper than paying for each event separatelly. I hope you find my opinion useful. Once again congratulations on the Festival. I hope to hearing from you soon yours sincerelly,  [SEP]  tips  to earn money When the holidays began everybody is happy because it represents the beginning of a time full of fun and lots of interesting things to do, but in order to do these things we all need money and that is a big problem to most of us. there are several ways to earn a bit of money in your spare time. One of the most common examples is baby- sitting taking care of little children is easy and it doesn't require special skills, all you need is a lot of patience. If looking after children doesn't fit you, you can try  with pets. Lots of people would pay you to take their dog for a walk. So if you like animals this is your chance to earn  money and have fun at the same time. Another option is to wash your neighbour's car. In this case you need to buy the materials you will work with, but don't worry, soap is not very expensive. the most important thing is that you wisely choose the most suitable work for you, according to the things you like to do. If you don't find anything good enough for you don't worry, you should always remember: It's not all about the money! ",35
301," Dear Sir/Madam, I am writting to you to complain about the musical show, wich everything was completely different from the advertisement. Firstly, I would like to say that I am very disappointed and upset with the show I saw. To begin my complains I can start with the actor -  was a different one , not Danny Brook. Tina Truelove performed marvellous, but him I think he is a ""street actor"" from Covent Garden. Even worse it was the delay, the Show started at 20:15 instead of 19:30, that drove me mad. I am a student visiting London for one week only and I asked for  discount ticket, I could not get it, it was really unfair, I paid  normal price. Also there was another problem, I planned to visit the Theatre restaurant after the show, I could not,  was closed because it has been refurbished and redecorated. Anyway, I expected to have a perfect evening out however I had just a terrible time, everything went wrong. The only thing to do is: to compensate me, send  my money back, I am sending my ticket for that: Hope you'll be fair with me otherwise I am going to take this further. I look forward to hearing from you soon. Yours faithfully Márcia  [SEP]  ""Techno life"" Twenty first century - technology, technology, and technology. Modern life it has been full of science and tecnologies. I am very pleased that I  born under such good tecnologies like my parents didn't have the same luck. My life is much easier with all these stuffs above mentioned - tecnology and science. Computers have changed people's life, many of them can work from home, they don't need to go to their offices.  Internet is very handy, you can buy, send e-mail messages, or even have sex, that is really funny. There is  ambiguity about technology -  can bring good things and terrible things as well. One good side is  making life easier - computer, mobile phones, vending machines, etc.... The bad side is   to use tecnology for war - missiles, weapons, etc.... Indeed tecnology has changed our lives, we have become more scepitical and cold. I believe that people should take just good advantages that. Sometimes I think tecnology is not a good thing.... ",24
97," 59 Gorham Drive St Albans AL1 2HW 17th June 2000 Dear Sir/Madam I am writing to complain about the musical show of ""OVER THE RAINBOW"" which I saw on 15th of June in your theatre. Firstly, I wanted to see DANN BLOCK playing as your advertisement already said, but there was a different actor instead of him at that evening. In addition to this, the show did not start on time, 19:30, so I had to wait for 45 minutes. Another disappointing thing was that you did not explain the reason why it was delayed by 20:15. As for the ticket price, you promised to provide discount tickets, but they were not available. Furthermore, when I went to the restaurant after the show, I found it was closed. Because its opening time was from 10:00 to 17:00. I do not need to tell , either, that I had  awful evening and you are responsible for that. So I am asking  to refund all the money. Thanking  for your prompt attention. I am looking forward to hearing from you soon. Yours Faithfully Tyung Kwa (Miss)  [SEP]  THE REVOLUTION OF INFORMATION TECHNOLOGY I am checking my e-mail everyday using the Internet, I am talking to my friends who is far away  connecting to network systems, and I am taking my mobile phone. For recent years, as Information Technology has been improved highly, communication methods have been changed to a different way, which is not  same as before. A few years ago, I did not know what  Internet was, how to use it and so on. But, while those have been spread all over the world, I and all the other people who I have known became to use them. I can find out some information at home, although I do not go to  library. I am able to meet my friends quickly in  Internet  just clicking the mouse. In addition to these , I can contact to anyone who I want to talk  at any convenient time in case I need him or her, or I am needed. It is causing some changes to me. So, now I would rather send the e-mail than the letter, and I prefer to surf the Internet when I need to find something. As it has given me different kinds of communication systems, my daily life is more comfortable, relaxed and faster. ",29
1107," Dear Mr Robertson First of all I would like to thank you for the good programme you organised for our trip to London. Especially the sightseeing by bus seems to be very interesting. But we would like to suggest you something: There is a trendy event about the latest fashions, leisure and sports wear; make up and hairstyles on the 14th of March. It is called ,,The London Fashion and Leisure Show."" This would be a great opportunity   because we are all intrested in clothes, sports and fashion. I have almost forgotten to mention that it is free for students! Unfortunately we realised that on the 14th we will already visit the Science Museum. The show lasts nine hours, from 10.00-19.00, the whole day! Our question now : Could we go to this show? We could maybe change Tuesday's programme to Wednesday. We all prefer   the show, free time is not so important for us. Please think about this and give us an answer. Thanks. Yours faithfully  [SEP]  Dear Jack Thanks a lot for your letter. I am fine but quite busy because I have my German exams. Therefore I read Agatha Christie's ,,Best Detective Stories of Agatha Christie"". I can really recommend you this book, it is fabulous. It is also a suitable present for your cousin, I think. One story is about ten persons who stay together in a hotel on a lonely island. There is a storm and they can not leave. Suddenly a murderer happens! Believe me, you would never guess who the killer is! There is also Hercule Poirot, the famous detective and he finally solves the mistery. But I will not tell you  more. You have to read it yourself. And if your cousin likes crime stories it is a perfect book! Unfortunately it is quite expensive, £32. But do not worry about the price because your cousin will love it! Okay, I hope to have news from you very soon. Have a good time. Yours sincerely, ",37
742," Dear Mrs. Ryan, thank you very much for your letter. It is great that I could win the first prize in your competition, which means that I will have the possibility to spend two weeks at Camp California in the U.S.A. I am sure it will be an exciting experience for me. As request following you will find the information you need . First, I would like to travel in July because my company is going to close for  holiday at that period and it would suits me very well. Secondly, I would prefer an accomodation in  tent because I enjyoi being outside close to the nature. Thirdly, what the activities concern, which I can choose, it is a little bit difficult to decide because I would like to try all of them! As I am very good at tennis and swimming I will choose these. I have won various little tennis tournaments in my country and abroad. and I am able to swim  every style. Finally, I have two questions. Please let me know which clothes do I need then and how much money in cash and as travellers cheque shall I take with me. I look forward to hearing from you soon. Yours sincerely E. Elmo.  [SEP]  Sometimes the bad charachters in a story are more interesting than the good ones. I completely agree with this statement. Recently I have red a short story written by Agatha Christie. His title was: ""The Mistery of Hunter's Lodge"". The charachter which I liked most was that of Mrs. Havering, the mistress. It was very exciting because she could play at the same time two people: herself and the houskeeper. Although from my point of view she planned the murder of his uncle and was able to do it. I think that her husband only followed what she ordered him. She was the head in this story. The plan was almost perfectly and the police hadn't discovered the murderer without the help of Mr. Poirot. In my opinion Mrs. Havering was a extremely intelligent person in addition to being a very good actress and this made this story full of suspense. Moreover she must have had an ""ice blood"" and strong nerves to handle  in that way. As far as I am concerned I would appreciate to have myself some of her characteristics, like take a decision and handle. ",30
656," Dear Miss Helen Ryan, Thank you for informing me that I have won the first prize in your competition. I am writing to give you some of my information and I would like to have some further information on the camp in California. Firstly, I would like to start my journey on the second week of July because I will have a 3 weeks holiday in July. I could not travel in June and May because I will have my standard grade exam during these two months. As for the accommodation I would like to stay in a log cabin because I hate sleeping in the tents. I stayed in a tent once when I had my Duke of Edinburgh walk. I felt really uncomfortable in the tent. Secondly, I would like to have a chance to do singing and swimming while I am  the Camp. I am keen on singing and I have won sevral singing competitions at school. I have chosen swimming because it is my favourite sport. I enjoy doing it very much. I note that all accommodation and travel costs are paid for, but does it include my expenses in California? Lastly, I would like to know what the weather in California  likes and which type of clothes I have to bring. Would it be possible for you to send me a map of california so I know where the camp site is situated? I would be grateful if you could send me some information. I look forward to hearing from you. Your sincerely  Annabel Koh  [SEP]  Dear Kim, Hi! How are you? How are you getting on with your school work? Do you enjoy your schoollife? As you know I had a wonderful experience in last month so I am writing to tell you . I was chosen to help at a pop concert by chance in last month. At that time, I was so nervous because I did not know what to do. However, I was excited to meet lots of people and the pop star, Kelly Chen. When I first entred the concert hall, I was given a pass for working here. There were five other students, like me, who were waiting to help. We were sitting at the back of the concert hall and chatting with each other. I found that they were all Kelly's fans. We were told that we were responsible for decorating the hall. There were lots of decorations and I had to put the decorations to the right place. It was a tiring work because I had to run from place to place for hanging the decorations. After I had finished my work, I saw Kelly Chen walking into the concert hall. She smiled at me and said thank you to me. I was very happy at that time and I thought it was the happiest moment that I ever had. At last, the concert was started. There were many people at the show and I was sitting on a good seat to watch the concert. I had a really good time in this experience because I could meet my favourite singer. Could you tell me what your happiest moment is? I look forward to hearing from you. Your faithfully ",36
1218," 12.06.2001 Dear Mrs Smith, Thank you for your letter of asking for my help to the conference. I would like to help you with my best. Firstly, Palace Hotel has been booked into for the group accomodation and I spoke with the hotel manager for traveling to the conference. The hotel has their own buses, they will pick us from  hotel to the conference saloon. Secondly, I would like to tell  more about  end-of-conference party. I booked  Palace Hotel's restaurant for our party and it is big enough for your students. It is going to be very lovely and enjoyable because I have lots of surprises for  students. In addition, I suggest that they should wear sporty and comfortable clothes. Finally, you would like to know  some activities for three hours  free time. I think you can go to the 'Dreamland'. In this place there is video games, some little competitions and  small zoo available. Students can enjoy their time in this place and it is on the way of the airport. I look forward to hearing from you. Your sincerely,  [SEP]  To: American students group leader From: ... Re: Information on an interesting building to visit Introduction Here is my report for American students who want information on an interesting building to visit in Ankara. I would like to describe 'Anitkabir' Findings 1. This building's name is 'Anitkabir' and it is the biggest building in Ankara. It built in 1953. It is placed in the middle of the forest. There is different kind of bird and different kind of trees present. 2. It has  very big museum inside the building and all  building made from stone. 3. This building's security guards are very special soldiers. Their aim is to protect the building from the enemies because there is also  very big army museum available. 4. It has no charge for entrance and it has a good view for tourists to seeing Ankara from the hill. It opens at 8.00 am to 5.00 pm Recommendations I recommend that it is the best building in Ankara to visit because it includes all Turkish history and very good sight seeing. ",25
241," Dear, Sir/Madam I am Writing this letter to say my dissatisfaction of your entertament. Last week I was on holiday and I went to The Circle Theatre to see over the rainbow musical. I was really looking forward to seeing it, because I like musical and also I like Danny Brook. However, the reading actor was not him! Of course, I was so disappointed. The actor was not famous for his acting. Also the musical did not start on time, it was late thirty minuts. We just sat on the seat and nothing to do. I was going to a restaurant with my friends after the musical, but the musical finished at ten thirty. It was too late and we could not have a dinner. If the musical had started on time, we could have eaten in the restaurant. Fathermore, discounts was unavailable. Even though we had a student card. In the advertisement they said that tickets discounts  available. I think it  a bombastic. Anyway I was so unpleasement. It was not  marvellous evening. Could you back my money please? You have  responsoiblity for the audiences. I am looking forward to hearing from you. Yours faithfully  [SEP]  How has modern technology changed your daily life? My life have been changed by technological improving. Nowadays. We have so many technological things. For instance, TV, computers, telephone, air-conditionings. These things are very convinience on the other hand, there  lots of disadvantage point. I have my own TV in my room and I enjoy watching TV everyday. However, I need balance. If I watch TV too much I might not speak to my family  often. It will lack of communication. In addition, it is difficult turn it off. I think I should cut down  watching TV. Sometimes it  waste of time. What about computers? It is very useful too. I am living in London, but my father lives in Taiwan and my mother lives in Tokyo. I sometimes want to hear their voice on the telephone. Unfourtunately it is not so cheap. If I use e-mail  much easier and cheaper. And I can send e-mail anytime. If I  addicted on  internet, it will be  problem. I do not want to spend much time with computers. In conclusion. people include me need balance. We must be good at using computers. ",25
86," Dear Sir, Last week I stayed in London for  holidays. During my stay in that beautiful city, I thought it was a good idea to go to the theatre to enjoy a Musical show, so I decided to go to your theatre to see ""over the Rainbow"". It was a very disappointing evening not just for me but for most of the people who was in the theatre. First of all, I was looking forward to see one of my favourite actors, Danny Brook, and it was very disappointing for me to see a diferent actor instead of him in spite of his name was writen in the advertisement. In the advertisement for the show I also read that it was going to begin at half past seven p.m. but, in fact, it began at eight fifteen. I also, found out that no discounts were available. In spite of it was said in the advertisement . Another disappointing thing I found was that the restaurant was closed because the cooker has had an accident with hot water when he was boiling some vegetables. In the advertisement there's no mention about getting any money back but I think it was such a disappointing evening that you should give it back to me. Yours faithfully  [SEP]  Unfortunately, Pat wasn't very good at keeping secrets. Last summer, I was spending my holidays in a little village in the southern cost of Spain with my friend Pat. We usually went to the beach to have a bath and to enjoy the fantastic whether in that part of Spain during the summer. One day we found out a beautiful little beach next to the big one where some people were taking a sunbath and some children were playing football in the sand. At it was so beautiful, we decided to come back to the beach at night to see the moon, the see and the stars. When we arrived at the beach, we saw a suspicious light and two persons doing something we couldn't see very well. In order to see it, we got closer to them and, at the end, we saw that they had robbed a lot of money and they were trying to put it in a safe place. As it seemed dangerous we agreed that we shouldn't tell it to anybody. It was our secret. Unfortunately Pat explained the story to a friend of us and I don't know how, but the robbers knew that we had seen all they had been doing. So, now we are in danger because of that. ",26
735," Dear Helen Ryan: Thank you for letting me know about my prize  to Camp California in the USA. Here I will answear all the questions that you ask me, and I will ask you  other things that you dind't mention. I'll like to organize my trip in July because  is when I have vacations, also because  is summer time in  U.S.A, about acomodation at Camp I'll prefer  tents, because it's a new expirence for me and I'll like to sleep in  tents to have a great time at my new adventure. In my free time I like to play golf and swim, so I think that I'm good  playing golf. I play every saturday and Sunday  after that, I usually go to the pool because I love swimming, I think that those  sports I will like to practice at the Camp. Helen I will like to ask you how many money we have to take to the Camp? What kind of cloth  we have take? Thank you very much for your colaboration.  sincerely Teresa Reina  [SEP]  Shopping is not always enjoyable Most of the time when we go to the shopping Center we have a lot of fun, we go to stores to see  cloth, we also eat something like ice cream or French Fries, but not all the time shopping is enjoyable. Sometimes when we go shopping with someone who is not a good company, we usually don't have a great time, or when we know what we want to buy, but when we get to the store they don't have what we want, in that moment we neat to shop also when is an important day like Father's day or christmas every where we want to go and buy something  is very crowd so we can't find what we are looking for with calm because everybody is pushing you to the other place that you want to go In that cases is when we don't enjoy shopping because we can't find what we are looking for and we have a bad time in the shopping center. ",24
812," Dear Helen, Thanks you very much for your recent letter. I can not believe that I won the first prize (It's great!) and of course, I am very happy. As  your questions, I am free to travel only on July because I will having my holiday after finished the exams. And, I have to returned to my university by August. I prefer to stay in  log cabin rather than in  tent because I am not used to with narrow space and feel more comfortable with a place like  bedroom. Furthermore, I prefer to do painting and photography as my hobbies and my fasinative in art and enjoyed to take a photograph of wildlife. Finally, please could you give me an idea what sort of clothes to bring? and how much would be  spend there. Also, please advice  for any necessary things to prepare and bring. I looking forward to hearing from you soon. Yours sincerely,  [SEP]  Dear Kim, Sorry for I haven't written to you for such a long time, but I've got a good excute! Last month, I was partly in the concert teams. It was a big one that I never thougth and I couldn't imagine how amazing was it. I didn't know what is my responsible until they called me to  trained. What a surprised! and unbelieveable, I was responsible for looking after the pop stars. You might understand how excited I was. But, I've got though it. I have to taken care of them during a break, served a drink,  clothes,  even brought them some cigaratte and anything they wants. I think they are so hospitality and warm with people around them. You know! because of these are change all my opinions about  self-important behavior of superstar. The most appreciated was  they've given me their latate CD with  signature. Marvellous thing! and of couse as you have seen it I've given one to you. I hope you're well and enjoyed with CD and don't forget to write back all about your news  during my summer holiday job. Love, ",22
720," Tuesdy 13th, June, 2000 Dear Ms Ryan, I am writing in response to your letter about the first prize in the Competition. I am very looking forward to going to California and I would like to go in July, because I am going to have my summer holidays in that month. About accommodation, I would prefer  log cabins, because I have a problem in my back. Therefore, I need to sleep in a bed. Also tents are not fairly comfortable. As far as camp activities  concerned, I have been doing windsurfing for 5 years , for that reason, I am fairly interested in sailing. On the other hand, I  keen on painting, however, I have never painted in my life, so I would like to try it. Finally, I was wondering what kind of clothes I have to wear in California? In addition, could you advice me how much money I need for the trip? and is there anything else do I have to know? I look forward to hearing from you. Yours Sincerely  [SEP]  13/06/00 Hello Kim, I've received your letter two days ago and I'm quite happy to know that you passed F.C.E. I'm ok and let me tell you about my last experience. I went to Madrid last week and I was walking in the street when somebody asked me  an address. I looked at him and I realised that this person was David Bowie. Yes!!! I couldn't believe it. He was trying to speak in Spanish, but his accent was terrible. So, I started to speak in English with him. I explained to him where was the street that he was looking for and we carried out with the conversation for a while. I thought he was very rude, but I was wrong, he isn't arrogant at all and he looks very simply. I liked my experience with him and I think the best part was when he gave me his e-mail address. Yeah!!! I'm not joking, I got his e-mail. Well my friend, I have to go, because I  got an appoinment with the Dentist. Write  me soon and take care. Best wishes ",22
248," Dear Sir, Being on a holiday trip in London, I dreamed  to go to the theatre for a musical show. I saw your advertisement last Monday, and thought ""It is that one that I want to try."" In fact, your musical show was attractive: actors, time, restaurant, discount tickets, and also the title! I started to be OK with the ""Your perfect evening out"", sure  not  to be deceived. But all was disappointing! First, as I am very found of Danny Brook, I have been surprised  he totally changed his voice, face, and so on! It was not Danny on the scene! Second bad point: beeing not narrowminded, I accept other actors.. but  if the show begin on time - he began at a quarter past eight P.M. There were no discount places because it was not planed like this by the theatre. What was written on the advertisement? The summum was reached when I saw the restaurant was closed for ""holidays"". I was terribly ennoyed! I spent the worse evening of my holiday in this show! So I need now a ""perfect - money back -"" for replacement of your ""perfect evening out"". I do hope you will accept and understand this request. Yours:  [SEP]  ""How has modern technology changed your daily life?"" First of all, ""daily life"" concerns (as far as I am concerned) my life everywhere, and more precisely at home, at the university and at work. Up to two years ago, I was working with a written booknote or agenda, and I used to phone with a wired phone system. Nowaday, I organise my activities with an electronic organizer that authorizes me to connect to  Internet by infra-red link with my mobile phone to get informations and electronic mails. I am always joinable with my mobile phone, that is also sometimes boring! Being in an apprenticeship, I go  both work and university. At the university, I have learned with computer aided systems. I often go on  Internet to find informations for studying a precise subject more accutely (university technology sites). At work my personal job uses two standard PC with specifical softwares plus one workstation with the Stanford University Network (SUN) operating system and a particular computer that my firm is developping now. At home, I have got a personal computer for my mails and accounts, and electronic mail plus  internet for keeping connected to my friends that are at the other end of France or Germany, Korea and so on. So modern technology has totally changed my daily life! ",31
1153," Dear Mrs. Smith, I have just received the letter from you and I'm writting to you as soon as posible. I can promise to you that I'll do my best to help you. You told me that you are the leader of a group of students this year, because Mr. Brown is ill. Poor Mr. Brown, I hope he will get better soon. As I've just checked  the group has been booked into The Palace Hotel. The best way to get from there to the conference is by coache, that I have arranged for you. The driver Mr. Olsson works for us since. He will pick you up at 11 oo a.m. The conference is from 12 oo to 2 oo p.m. At the end of  conference  is a party from 2 oo to 3 oo. I suggest you to wear comfortable and nice clothes because I have planed a sightseeing  for you before  your plane at 8 oo p.m. I'd like to show you a museum, a gallery and the gardens that are belonging to the palace. Then we can have a rest in the caffee and talk before your flight home. I think I gave you all  importen informations. I hope to see you all soon, Yours sincerely,  [SEP]  Nowdays motorization is one of the most important inventions. As you look amoung everybody has a car or motorcycle. No matter that people started worred more about polution in the world. Let me to tell you, how  invention of  motorcycle has affected my life. I love motocycles and I don't think I could live without them. I drive  motocycle since I was 16 year old. Me and my brother we used to go to the rock concerts. We have met a lot of people there same mad about motorcycle as we were. We were avenging races and trips. We were driving motocycles  few day befour we finally had got to  mitting points. I really enjoy driving  motocycle. People say that  is dangerous, I don't think so. When I drive  is only me and my motocycle. Before me and after are my friends that I like and trust. And around me  nature that I can watch and enjoy while we shop fore  camp. We can go to any place we like, avoid traffic and to full buses, trains, etc. I am really greatful for  people who invented the first motocycle in the world. I feel very bad about  that I don't know who was it. On the other hand no matter that I feel very good about that because that invention has changed and affected my life end  people I care about,  has affected my life in a very best way. ",21
406," 17th June 2000 Dear Sir! I am writing this letter to you, because the show ""Over The Rainbow"" which is the London's newest and best musical show, was not... for me. Pleas apologise me, but there were many mistakes and problems on the note you have made, which disappointed me very . I thought that Dany Brook who is my favorite actor  play in that show. And I was really disappointed when I saw Jeremy Brook on the stage. Please, if you would be so kind and mind correct this mistake. I would be gratefull if you could correct too that show start at 20.15 not on 19.30. Other thing was that there was no discounts available, and that the restaurant which I wanted to visit after the show was closed because of the main cooker sikness. I would be very grateful if I could get my money back. That evening which should be my perfect evening out, was in fact very tireing and boring. Apologise me for disturb. I am looking forward for  answer! Best regardes!  [SEP]  Unfortunately, Pat wasn't very good at keeping secrets, I knew that he's  very talkative person, but it was nessesery because I wanted him to be the main director of that birthday party for tenes. It started a week before that day. Pat found the great place for the party called ""Blue Box"". I made a beautifull invite cards for every Agatha friends with a sign ""Do not tell Agatha about that, this is a suprise party for her, please keep the secret!"" Pat arranged  great DJ and drinks. My friend and I made a perfect decoration with ballons and other party stuff. Everyone told us it was breath taking. Everything was set... the day and hour came. Everyone gathered in  disco at 21.00. We were only waiting for Agatha who should come at 22 o'clock with her boyfriend. It was so exaiting!!! We put off the lights and then the door opened and I just heard ""What the hell is going on?!!"" She entered the room, and everyone shouted HAPPY BIRTHDAY DEAR! She was so touched that we started to cry. Enyway the disco was great, music also. We had fun to 5 o'clock! Agatha said that it was the greatest present she could ever get! ",22
6," Dear Mr Jane Clark, My name is Rosa Santor. I'm 24 and I'm  student from Poland. I study architecture at the Polytechnics in Krakow. I'm very interested in art, specially in paintings and goings to galleries. I'm writting you a letter, because you are the organiser of an International Arts Festival. I recently spent two days at this festival. Most of the events I went to were good, but I feel that  festival could be even better next year. It's very good that you organised an International Arts Festival in our country, but in my opinion if this is an international festival, it would has more stars and artists from around the world, not from only six countries, like it was this year. It was  great idea for doing something like that. There were jazz, rock and classical concerts, but some concerts hall were too small for all  people, who took a part at that festival. There were also plays and films, dance shows, which I liked the most, art exhibitions and talks by writers, but it would be good to see more plays and films next year. Also  a great idea was, that it was one reasonably-priced weekend ticket for all events. I think, as a person, who in this festival took place in, that this is excellent, because we can spend a lot of time with art. There is only one bad fhing, that this festival was too short. In my opinion next year it should take place  much longer than two days. I'm not looking foward to received  letter from you, because I know, that you are busy, but please look at my suggestion for next year's festival. Yours sincerly,  [SEP]  Dear Kathleen, I've been just receiving this letter for you, so I'm writting  you. I hope that you feel good, because I haven't seen you for two years. You wrote that in your class, you've been talking about rules, both at home and at school. So now, I would like you write something about  school rules in my country and also what I am allowed to do at home. As you know I'm not a secondary school's student, I'm now a student of architecture in Krakow. I have lessons from Monday till Friday. On Sathurday and Sunday we don't have lessons, but it doesn't seem that we don't have work. We are allowed to prepare for the next week's lessons. At my school there are a lot of drawings,  paintings and some other subjects doing by hands. We also learn how to design the interiors and buildings. It's very interesting. We usually have lessons at the morning, till  afternoon. We don't have tests during the whole student year, only at the end of the class. There are also some exams. After a few months we go somewhere with all  class, for example next to the lake, and there we are paintings the nature. I don't have troubbles with my education, my friends and teachers are nice and friendly, but there is one thing I'd like to change in my school. I'd like to have more tests during the whole study, not only at the end, because it causes that I'm getting very lasy. I'm looking forward to received a new letter from you. I think, that you don't forget, & will write  me soon. See you soon, your best friend ",25
935," Dear Mrs Helen Ryan, I received your letter last week and was surprised to see that I won a competition. It is the first time it happens to me. Unfortunately I'm free only in July. Actually I will be busy working abroad until the end of June and will be on holidays with my family in August. You asked me which accomodation I would prefer. It's ages since I have been sleeping in a tent and I would be happy to experiment it again. It will remind me  some wonderful experiences. According to the activities, I would like to do some painting, which I am quite good at. The second activity I chose is sailing. I went two times on a sailing ship without doing anything, therefore have I got no experience at all. May I ask you how much money do I need and which sort of clothes do you advise me to take? I look forward to your answer and to the camp, naturally. Yours sincerely  [SEP]  Dear Kim, Thank you very much for your last letter. As you asked me in your letter, I will try to explain my wonderful experience at this pop concert. First of all you have to know that it wasn't a common pop concert, but a real open air festival. It isn't the first year that I work there. However this year wasn't like last year. My job was as simple as selling ice-creams. You might say that it is quite boring, but it was so funny. Everybody was so relaxed; we were singing and dancing while selling ice-creams in our little van. Byran Adams himself bought me an ice-cream. It was  amazing experience. What I particularly liked about it was that the staff was like a big family. Everybody was ready to help each other. I was really impressed by this solidarity and friendship which is quite rare in Switzerland. I look forward to hearing from you and wish you all the best. Love from ",31
917," Dear Mrs Helen Ryan Yesterday, I received your letter. It made me happy and I would like to than you for the opportunity you offer me First of all I would like to travel in July. I think that this is the most ideal month for a trip to California. This period the days are sunny and the weather won't prevent me from doing a lot of activities. About the accomodation I would prefer to stay in a cabin. I think that the combins are safer than the tents and they can protect you better in case the weather changes. The two activities I have chosen is swimming and climbing. I selected swimming because this is one of my hobbies and I'm good enough t this sector. In addition I would like to swim in a sea like California's because it is clean and beautiful. I chose climbing because I'm intrested in this sport even if I'm not experienced. I like it because it offers you a lot of adventure and action. As a conclusion I would like to ask you about the money and the cloths I must take with . Please drop me a line Yours sincierly  [SEP]  Dear Kim Yesterday I received your letter and it made me happy that you and your family are healthy. As you asked me I will write  you about the experience I had helping at the pop concert. All the children helped as much as they could and that's why the result was beautiful enough. Before the concert I helped in carring and putting in order some chairs on which would sit some special persons. It was very hard and at the end I was very tired. At the concert, what I had to do was to give out refreshments and drinkings to the audience. I also helped to clear up the place after the concert. It was really a very beautiful experience. It offered me more pocket money and besides this I had the chance to make a lot of friends because there were many children who wanted to help too. In addition I had the opportunity to talk to the singers and have a lot of autogrammes by them. I will never forget these days and for sure I will take part in activities like this in the future. Yours faithfully Alexander. ",32
